Species,Genus,Family,Infraorder,Suborder,Order,Diet,Early Age,Late Age,Early Period,Late Period,Max MYA,Min MYA,Lifespan (MYA)
Yixianosaurus longimanus,Yixianosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Deinocheirus mirificus,Deinocheirus,Deinocheiridae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Garudimimus brevipes,Garudimimus,,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,100.5,83.6,16.900000000000006
Harpymimus okladnikovi,Harpymimus,Harpymimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Albian,Albian,Lower Cretaceous,Lower Cretaceous,109.9,100.5,9.400000000000006
Paraxenisaurus normalensis,Paraxenisaurus,Deinocheiridae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Tyrannomimus fukuiensis,Tyrannomimus,Deinocheiridae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Lepidocheirosaurus natatilis,Lepidocheirosaurus,,,Neornithischia,Ornithischia,"Herbivore, omnivore",Bathonian,Tithonian,Middle Jurassic,Upper Jurassic,168.2,145.0,23.19999999999999
Aepyornithomimus tugrikinensis,Aepyornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Anserimimus planinychus,Anserimimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Archaeornithomimus asiaticus,Archaeornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Coniacian,Campanian,Upper Cretaceous,Upper Cretaceous,89.8,72.1,17.700000000000003
Dromiceiomimus brevitertius,Dromiceiomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Gallimimus bullatus,Gallimimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Ornithomimus edmontonicus,Ornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Ornithomimus minutus,Ornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Ornithomimus tenuis,Ornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Ornithomimus velox,Ornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Qiupalong henanensis,Qiupalong,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Rativates evadens,Rativates,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Sinornithomimus dongi,Sinornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Struthiomimus altus,Struthiomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Tototlmimus packardensis,Tototlmimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Afromimus tenerensis,Afromimus,Noasauridae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,100.5,12.5
Arkansaurus fridayi,Arkansaurus,,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,100.5,12.5
Aviatyrannis jurassica,Aviatyrannis,,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,154.8,149.2,5.600000000000023
Beishanlong grandis,Beishanlong,Deinocheiridae,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Hexing qingyi,Hexing,,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Kinnareemimus khonkaenensis,Kinnareemimus,,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Nqwebasaurus thwazi,Nqwebasaurus,,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,145.0,132.6,12.400000000000006
Pelecanimimus polyodon,Pelecanimimus,,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Shenzhousaurus orientalis,Shenzhousaurus,,Non-Avian,Theropoda,Saurischia,"Herbivore, omnivore",Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Enigmosaurus mongoliensis,Enigmosaurus,,Non-Avian,Theropoda,Saurischia,Herbivore,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,100.5,83.6,16.900000000000006
Erliansaurus bellamanus,Erliansaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Eshanosaurus deguchiianus,Eshanosaurus,,Non-Avian,Theropoda,Saurischia,Herbivore,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic,201.4,199.5,1.9000000000000057
Nanshiungosaurus bohlini,Nanshiungosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Herbivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,109.9,3.0999999999999943
Nanshiungosaurus brevispinus,Nanshiungosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Neimongosaurus yangi,Neimongosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Nothronychus graffami,Nothronychus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Herbivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Nothronychus mckinleyi,Nothronychus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Herbivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Paralitherizinosaurus japonicus,Paralitherizinosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Herbivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Segnosaurus galbinensis,Segnosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Herbivore,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,100.5,83.6,16.900000000000006
Suzhousaurus megatherioides,Suzhousaurus,,Non-Avian,Theropoda,Saurischia,Herbivore,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,121.4,109.9,11.5
Therizinosaurus cheloniformis,Therizinosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Herbivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Alxasaurus elesitaiensis,Alxasaurus,,Non-Avian,Theropoda,Saurischia,Herbivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Beipiaosaurus inexpectus,Beipiaosaurus,,Non-Avian,Theropoda,Saurischia,Herbivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Martharaptor greenriverensis,Martharaptor,,Non-Avian,Theropoda,Saurischia,Herbivore,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,139.8,132.6,7.200000000000017
Erlikosaurus andrewsi,Erlikosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,100.5,83.6,16.900000000000006
Falcarius utahensis,Falcarius,,Non-Avian,Theropoda,Saurischia,Carnivore,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,145.0,132.6,12.400000000000006
Fukuivenator paradoxus,Fukuivenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Jianchangosaurus yixianensis,Jianchangosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Lingyuanosaurus sihedangensis,Lingyuanosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Aerosteon riocoloradensis,Aerosteon,Megaraptoridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Australovenator wintonensis,Australovenator,Megaraptoridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Turonian,Lower Cretaceous,Upper Cretaceous,125.77,89.8,35.97
Maip macrothorax,Maip,Megaraptoridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Megaraptor namunhuaiquii,Megaraptor,Megaraptoridae,Non-Avian,Theropoda,Saurischia,Carnivore,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous,93.9,86.3,7.6000000000000085
Murusraptor barrosaensis,Murusraptor,Megaraptoridae,Non-Avian,Theropoda,Saurischia,Carnivore,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous,89.8,86.3,3.5
Orkoraptor burkei,Orkoraptor,Megaraptoridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Tratayenia rosalesi,Tratayenia,Megaraptoridae,Non-Avian,Theropoda,Saurischia,Carnivore,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,86.3,83.6,2.700000000000003
Aoniraptor libertatem,Aoniraptor,,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Phuwiangvenator yaemniyomi,Phuwiangvenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Siats meekerorum,Siats,Megaraptoridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Vayuraptor nongbualamphuensis,Vayuraptor,,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
Guanlong wucaii,Guanlong,Proceratosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,161.5,154.8,6.699999999999989
Kileskus aristotocus,Kileskus,Proceratosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,168.2,165.3,2.8999999999999773
Proceratosaurus bradleyi,Proceratosaurus,Proceratosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,168.2,165.3,2.8999999999999773
Sinotyrannus kazuoensis,Sinotyrannus,Proceratosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Yutyrannus huali,Yutyrannus,Proceratosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Daspletosaurus horneri,Daspletosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Daspletosaurus torosus,Daspletosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Daspletosaurus wilsoni,Daspletosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Thanatotheristes degrootorum,Thanatotheristes,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Alioramus remotus,Alioramus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Alioramus sinensis,Alioramus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Asiatyrannus xui,Asiatyrannus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Dynamoterror dynastes,Dynamoterror,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Lythronax argestes,Lythronax,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Nanuqsaurus hoglundi,Nanuqsaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Teratophoneus curriei,Teratophoneus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Tyrannosaurus mcraeensis,Tyrannosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Tyrannosaurus rex,Tyrannosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Zhuchengtyrannus magnus,Zhuchengtyrannus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Albertosaurus sarcophagus,Albertosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Bagaraatan ostromi,Bagaraatan,,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Gorgosaurus libratus,Gorgosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Tarbosaurus bataar,Tarbosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,89.8,66.0,23.799999999999997
Yezosaurus mikasaensis,Yezosaurus,,,,,Carnivore,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,86.3,72.1,14.200000000000003
Alectrosaurus olseni,Alectrosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Appalachiosaurus montgomeriensis,Appalachiosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,86.3,66.0,20.299999999999997
Bistahieversor sealeyi,Bistahieversor,,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Calamosaurus foxi,Calamosaurus,Compsognathidae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Dilong paradoxus,Dilong,,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Dryptosaurus aquilunguis,Dryptosaurus,Dryptosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Eotyrannus lengi,Eotyrannus,,Non-Avian,Theropoda,Saurischia,Carnivore,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous,132.6,121.4,11.199999999999989
Gualicho shinyae,Gualicho,,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Jinbeisaurus wangi,Jinbeisaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous,100.5,72.1,28.400000000000006
Juratyrant langhami,Juratyrant,Stokesosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,146.3,145.0,1.3000000000000114
Labocania aguillonae,Labocania,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Labocania anomala,Labocania,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,86.3,72.1,14.200000000000003
Moros intrepidus,Moros,,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Raptorex kriegsteini,Raptorex,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,125.77,66.0,59.769999999999996
Santanaraptor placidus,Santanaraptor,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,119.5,113.0,6.5
Stokesosaurus clevelandi,Stokesosaurus,Stokesosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Suskityrannus hazelae,Suskityrannus,,Non-Avian,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Timimus hermani,Timimus,,Non-Avian,Theropoda,Saurischia,Carnivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,109.9,3.0999999999999943
Timurlengia euotica,Timurlengia,,Non-Avian,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Xiongguanlong baimoensis,Xiongguanlong,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Aniksosaurus darwini,Aniksosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Aristosuchus pusillus,Aristosuchus,Compsognathidae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Compsognathus longipes,Compsognathus,Compsognathidae,Non-Avian,Theropoda,Saurischia,"Carnivore, insectivore",Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,146.3,8.5
Huaxiagnathus orientalis,Huaxiagnathus,Compsognathidae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Mirischia asymmetrica,Mirischia,Compsognathidae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,119.5,113.0,6.5
Ornitholestes hermanni,Ornitholestes,,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Scipionyx samniticus,Scipionyx,,Non-Avian,Theropoda,Saurischia,Carnivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,109.9,3.0999999999999943
Sinocalliopteryx gigas,Sinocalliopteryx,Compsognathidae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Xunmenglong yingliangis,Xunmenglong,Compsognathidae,Non-Avian,Theropoda,Saurischia,Carnivore,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous,132.6,125.77,6.829999999999998
Aratasaurus museunacionali,Aratasaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,109.9,3.0999999999999943
Bicentenaria argentina,Bicentenaria,,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Brasileosaurus pachecoi,Brasileosaurus,,,,,Carnivore,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,83.6,66.0,17.599999999999994
Coelurus fragilis,Coelurus,Coeluridae,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Juravenator starki,Juravenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,152.2,149.2,3.0
Kol ghuva,Kol,,Non-Avian,Theropoda,Saurischia,Carnivore,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,83.6,72.1,11.5
Lourinhanosaurus antunesi,Lourinhanosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,146.3,5.899999999999977
Nedcolbertia justinhoffmanni,Nedcolbertia,,Non-Avian,Theropoda,Saurischia,Carnivore,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,139.8,132.6,7.200000000000017
Sinosauropteryx prima,Sinosauropteryx,Compsognathidae,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,125.77,119.5,6.269999999999996
Tanycolagreus topwilsoni,Tanycolagreus,,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,154.8,145.0,9.800000000000011
Trisauropodiscus superavipes,Trisauropodiscus,,,,Ornithischia,Carnivore,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic,201.4,192.9,8.5
Xinjiangovenator parvus,Xinjiangovenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Valanginian,Albian,Lower Cretaceous,Lower Cretaceous,139.8,100.5,39.30000000000001
Zuolong salleei,Zuolong,,Non-Avian,Theropoda,Saurischia,Carnivore,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,161.5,154.8,6.699999999999989
Bahariasaurus ingens,Bahariasaurus,Bahariasauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Albian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,113.0,66.0,47.0
Shanyangosaurus niupanggouensis,Shanyangosaurus,,Non-Avian,Theropoda,Saurischia,Carnivore,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,72.1,66.0,6.099999999999994
Saurophaganax maximus,Saurophaganax,,,,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,145.0,7.199999999999989
Datanglong guangxiensis,Datanglong,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Lusovenator santosi,Lusovenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,152.2,145.0,7.199999999999989
Siamraptor suwati,Siamraptor,,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,121.4,113.0,8.400000000000006
Ulughbegsaurus uzbekistanensis,Ulughbegsaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,93.9,89.8,4.1000000000000085
Meraxes gigas,Meraxes,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,100.5,89.8,10.700000000000003
Tyrannotitan chubutensis,Tyrannotitan,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Albian,Albian,Lower Cretaceous,Lower Cretaceous,113.0,100.5,12.5
Acrocanthosaurus atokensis,Acrocanthosaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous,121.4,93.9,27.5
Carcharodontosaurus iguidensis,Carcharodontosaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,100.5,93.9,6.599999999999994
Carcharodontosaurus saharicus,Carcharodontosaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,Carnivore,Berriasian,Cenomanian,Lower Cretaceous,Upper Cretaceous,145.0,93.9,51.099999999999994
Concavenator corcovatus,Concavenator,,Non-Avian,Theropoda,Saurischia,Carnivore,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,125.77,121.4,4.36999999999999
